partner_covid_pin,ccdph_provider,partner_zip,partner_name,partner_street,partner_city,partner_state,partner_clean_street,partner_clean_name,vtrcks_name,vtrcks_provider_number,vtrcks_covid_pin,vtrcks_street,vtrcks_city,vtrcks_zip,vtrcks_state,vtrcks_clean_street,vtrcks_clean_name,icare_name,icare_id,icare_covid_pin,icare_street,icare_city,icare_state,icare_zip,icare_clean_street,icare_clean_name,vfinder_name,vfinder_covid_pin,vfinder_provider_number,vfinder_street,vfinder_city,vfinder_zip,vfinder_state,vfinder_clean_street,vfinder_clean_name,covid_pin,city,street,state,zip,in_icare,in_vfinder,in_vtrcks,name,in_partner,address,lon,lat
V09156,TRUE,60402,MACNEAL,3249 S OAK PARK AVE,BERWYN,IL,3249 S OAK PARK AVE,MACNEAL,MACNEAL HOSPITAL,40203147,ILAV09156,3249 OAK PARK GENERAL HOSP DOCK,BERWYN,60402,IL,3249 OAK PARK,MACNEAL HOSPITAL,MACNEAL HOSPITAL,415518775,V09156,3249 OAK PARK AVE,BERWYN,IL,60402,3249 OAK PARK AVE,MACNEAL HOSPITAL,MACNEAL HOSPITAL,ILAV09156A,40203147,3249 OAK PARK GENERAL HOSP DOCK,BERWYN,60402,IL,3249 OAK PARK,MACNEAL HOSPITAL,ILAV09156A,BERWYN,3249 OAK PARK,IL,60402,TRUE,TRUE,TRUE,MACNEAL HOSPITAL,TRUE,"3249 OAK PARK BERWYN, IL 60402",-87.79281859999999,41.832755
V09354,TRUE,60025,MARIANO'S 8518,25 WAUKEGAB RD,GLENVIEW,IL,25 WAUKEGAB RD,MARIANO'S PHARMACY STORE #8518,MARIANO'S PHARMACY 53100518,40173007,KG1531518,25 WAUKEGAN RD,GLENVIEW,60025,IL,25 WAUKEGAN RD,MARIANO'S PHARMACY STORE #531518,MARIANO PHARMACY 518,1307663498,V09354,25 WAUKEGAN RD,GLENVIEW,IL,60025,25 WAUKEGAN RD,MARIANO PHARMACY STORE #518,MARIANO'S PHARMACY STORE #518,KG1531518,40173007,25 WAUKEGAN RD,GLENVIEW,60025,IL,25 WAUKEGAN RD,MARIANO'S PHARMACY STORE #518,KG1531518,GLENVIEW,25 WAUKEGAN RD,IL,60025,TRUE,TRUE,TRUE,MARIANO'S PHARMACY STORE #518,TRUE,"25 WAUKEGAN RD GLENVIEW, IL 60025",-87.79761359999999,42.0560333
V03163,TRUE,60411,ACCESS - CHICAGO HEIGHTS,152 W LINCOLN HWY,CHICAGO HEIGHTS,IL,152 W LINCOLN HWY,ACCESS - CHICAGO HEIGHTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V03163,CHICAGO HEIGHTS,152 W LINCOLN HWY,IL,60411,FALSE,FALSE,FALSE,ACCESS - CHICAGO HEIGHTS,TRUE,"152 W LINCOLN HWY CHICAGO HEIGHTS, IL 60411",-87.6471297,41.5057625
V05929,FALSE,60406,CCH - BLUE ISLAND,12757 S WESTERN AVE,BLUE ISLAND,IL,12757 S WESTERN AVE,CCH - BLUE ISLAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V05929,BLUE ISLAND,12757 S WESTERN AVE,IL,60406,FALSE,FALSE,FALSE,CCH - BLUE ISLAND,TRUE,"12757 S WESTERN AVE BLUE ISLAND, IL 60406",-87.6796095,41.6609793
V03236,FALSE,60546,CCH - NORTH RIVERSIDE,1800 S HARLEM AVE,NORTH RIVERSIDE,IL,1800 S HARLEM AVE,CCH - NORTH RIVERSIDE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V03236,NORTH RIVERSIDE,1800 S HARLEM AVE,IL,60546,FALSE,FALSE,FALSE,CCH - NORTH RIVERSIDE,TRUE,"1800 S HARLEM AVE NORTH RIVERSIDE, IL 60546",-87.8053927,41.8556212
V02073,FALSE,60472,CCH - ROBBINS,13450 S KEDZIE AVE,ROBBINS,IL,13450 S KEDZIE AVE,CCH - ROBBINS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V02073,ROBBINS,13450 S KEDZIE AVE,IL,60472,FALSE,FALSE,FALSE,CCH - ROBBINS,TRUE,"13450 S KEDZIE AVE ROBBINS, IL 60472",-87.69974839999999,41.6486525
V09084,TRUE,60068,ADVOCATE LUTHERAN GENERAL,1775 DEMPSTER ST,PARK RIDGE,IL,1775 DEMPSTER ST,ADVOCATE LUTHERAN GENERAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09084,PARK RIDGE,1775 DEMPSTER ST,IL,60068,FALSE,FALSE,FALSE,ADVOCATE LUTHERAN GENERAL,TRUE,"1775 DEMPSTER ST PARK RIDGE, IL 60068",-87.847611,42.0384783
V04781,TRUE,60068,MAINE EAST SCHOOL BASED HEALTH CENTER,2601 DEMPSTER ST STE 37,PARK RIDGE,IL,2601 DEMPSTER ST,MAINE EAST SCHOOL BASED HEALTH CENTER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V04781,PARK RIDGE,2601 DEMPSTER ST,IL,60068,FALSE,FALSE,FALSE,MAINE EAST SCHOOL BASED HEALTH CENTER,TRUE,"2601 DEMPSTER ST PARK RIDGE, IL 60068",-87.8575843,42.0373803
V09380,TRUE,60426,AUNT MARTHA'S HARVEY,15420 DIXIE HWY,HARVEY,IL,15420 DIXIE HWY,AUNT MARTHA'S HARVEY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09380,HARVEY,15420 DIXIE HWY,IL,60426,FALSE,FALSE,FALSE,AUNT MARTHA'S HARVEY,TRUE,"15420 DIXIE HWY HARVEY, IL 60426",-87.6712895,41.6087818
NA,TRUE,60160,BROADWAY - MELROSE PARK,153 1/2 N 19TH AVE,MELROSE PARK,IL,153 N 19TH AVE,BROADWAY - MELROSE PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MELROSE PARK,153 N 19TH AVE,IL,60160,FALSE,FALSE,FALSE,BROADWAY - MELROSE PARK,TRUE,"153 N 19TH AVE MELROSE PARK, IL 60160",-87.85625089999999,41.8929384
NA,TRUE,60473,CHRISTIAN COMMUNITY HEALTH CENTER - SOUTH HOLLAND,901 SIBLEY BLVD,SOUTH HOLLAND,IL,901 SIBLEY BLVD,CHRISTIAN COMMUNITY HEALTH CENTER - SOUTH HOLLAND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOUTH HOLLAND,901 SIBLEY BLVD,IL,60473,FALSE,FALSE,FALSE,CHRISTIAN COMMUNITY HEALTH CENTER - SOUTH HOLLAND,TRUE,"901 SIBLEY BLVD SOUTH HOLLAND, IL 60473",-87.5951477,41.622146
V07408,TRUE,60419,FAMILY CHRISTIAN HEALTH CENTER - DOLTON,713 E 142ND ST,DOLTON,IL,713 E 142ND ST,FAMILY CHRISTIAN HEALTH CENTER - DOLTON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V07408,DOLTON,713 E 142ND ST,IL,60419,FALSE,FALSE,FALSE,FAMILY CHRISTIAN HEALTH CENTER - DOLTON,TRUE,"713 E 142ND ST DOLTON, IL 60419",-87.6020899,41.6369286
V09156,TRUE,60402,MACNEAL,3249 S OAK PARK AVE,BERWYN,IL,3249 S OAK PARK AVE,MACNEAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09156,BERWYN,3249 S OAK PARK AVE,IL,60402,FALSE,FALSE,FALSE,MACNEAL,TRUE,"3249 S OAK PARK AVE BERWYN, IL 60402",-87.79161769999999,41.8321601
V09354,TRUE,60025,MARIANO'S 8518,25 WAUKEGAB RD,GLENVIEW,IL,25 WAUKEGAB RD,MARIANO'S PHARMACY STORE #8518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,V09354,GLENVIEW,25 WAUKEGAB RD,IL,60025,FALSE,FALSE,FALSE,MARIANO'S PHARMACY STORE #8518,TRUE,"25 WAUKEGAB RD GLENVIEW, IL 60025",-87.79761359999999,42.0560333
NA,TRUE,60160,NAVISTAR - MELROSE PARK,10400 W NORTH AVE,MELROSE PARK,IL,10400 W NORTH AVE,NAVISTAR - MELROSE PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MELROSE PARK,10400 W NORTH AVE,IL,60160,FALSE,FALSE,FALSE,NAVISTAR - MELROSE PARK,TRUE,"10400 W NORTH AVE MELROSE PARK, IL 60160",-87.88013649999999,41.9106898
NA,TRUE,60148,POSITIVE HEALTH SERVICES - LOMBARD,1919 S HIGHLAND AVE STE 325A,LOMBARD,NA,1919 S HIGHLAND AVE,POSITIVE HEALTH SERVICES - LOMBARD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOMBARD,1919 S HIGHLAND AVE,NA,60148,FALSE,FALSE,FALSE,POSITIVE HEALTH SERVICES - LOMBARD,TRUE,"1919 S HIGHLAND AVE LOMBARD, NA 60148",-88.0100886,41.8480991
NA,TRUE,60411,SPECIALTY PHYSICIANS OF ILLINOIS - CHICAGO HEIGHTS,30 E 15TH ST STE 202,CHICAGO HEIGHTS,IL,30 E 15TH ST,SPECIALTY PHYSICIANS OF ILLINOIS - CHICAGO HEIGHTS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHICAGO HEIGHTS,30 E 15TH ST,IL,60411,FALSE,FALSE,FALSE,SPECIALTY PHYSICIANS OF ILLINOIS - CHICAGO HEIGHTS,TRUE,"30 E 15TH ST CHICAGO HEIGHTS, IL 60411",-87.6391507,41.5038429
NA,TRUE,60443,SPECIALTY PHYSICIANS OF ILLINOIS - MATTESON,20939 SOUTH CICERO AVENUE,MATTESON,IL,20939 SOUTH CICERO AVE,SPECIALTY PHYSICIANS OF ILLINOIS - MATTESON,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MATTESON,20939 SOUTH CICERO AVE,IL,60443,FALSE,FALSE,FALSE,SPECIALTY PHYSICIANS OF ILLINOIS - MATTESON,TRUE,"20939 SOUTH CICERO AVE MATTESON, IL 60443",-87.7317444,41.50881589999999
NA,TRUE,60461,SPECIALTY PHYSICIANS OF ILLINOIS - OLYMPIA FIELDS,3700 W 203RD ST,OLYMPIA FIELDS,IL,3700 W 203RD ST,SPECIALTY PHYSICIANS OF ILLINOIS - OLYMPIA FIELDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OLYMPIA FIELDS,3700 W 203RD ST,IL,60461,FALSE,FALSE,FALSE,SPECIALTY PHYSICIANS OF ILLINOIS - OLYMPIA FIELDS,TRUE,"3700 W 203RD ST OLYMPIA FIELDS, IL 60461",-87.7092179,41.5223118
NA,TRUE,60477,SPECIALTY PHYSICIANS OF ILLINOIS - TINLEY PARK,16650 HARLEM AVENUE,TINLEY PARK,IL,16650 HARLEM AVE,SPECIALTY PHYSICIANS OF ILLINOIS - TINLEY PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TINLEY PARK,16650 HARLEM AVE,IL,60477,FALSE,FALSE,FALSE,SPECIALTY PHYSICIANS OF ILLINOIS - TINLEY PARK,TRUE,"16650 HARLEM AVE TINLEY PARK, IL 60477",-87.79454679999999,41.5884452
NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCESS EVANSTON FAM HLTH CTR,40273257,HR2HH0558,1723 HOWARD ST,EVANSTON,60202,IL,1723 HOWARD ST,ACCESS EVANSTON FAM HLTH CTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACCESS EVANSTON FAM HLTH CTR,HR2HH0558,40273257,1723 HOWARD ST,EVANSTON,60202,IL,1723 HOWARD ST,ACCESS EVANSTON FAM HLTH CTR,HR2HH0558,EVANSTON,1723 HOWARD ST,IL,60202,FALSE,TRUE,TRUE,ACCESS EVANSTON FAM HLTH CTR,FALSE,"1723 HOWARD ST EVANSTON, IL 60202",-87.6975872,42.0195599
NA,NA,NA,NA,NA,NA,NA,NA,NA,AHS FAMILY HEALTH CENTER NILES,40270746,HR2HH0345,8321 W GOLF RD,NILES,60714,IL,8321 W GOLF RD,AHS FAMILY HEALTH CENTER NILES,ASIAN HUMAN SERVICES NILES,639710142,V07407,8321 W GOLF RD,NILES,IL,60714,8321 W GOLF RD,ASIAN HUMAN SERVICES NILES,AHS FAMILY HEALTH CENTER NILES,HR2HH0345,40270746,8321 W GOLF RD,NILES,60714,IL,8321 W GOLF RD,AHS FAMILY HEALTH CENTER NILES,HR2HH0345,NILES,8321 W GOLF RD,IL,60714,TRUE,TRUE,TRUE,AHS FAMILY HEALTH CENTER NILES,FALSE,"8321 W GOLF RD NILES, IL 60714",-87.8339745,42.05361389999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVIO MEDICAL CENTER AT BERWYN,40270934,HR2HH0171,6447 W CERMAK RD,BERWYN,60402,IL,6447 W CERMAK RD,ALIVIO MEDICAL CENTER AT BERWYN,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALIVIO MEDICAL CENTER AT BERWYN,HR2HH0171,40270934,6447 W CERMAK RD,BERWYN,60402,IL,6447 W CERMAK RD,ALIVIO MEDICAL CENTER AT BERWYN,HR2HH0171,BERWYN,6447 W CERMAK RD,IL,60402,FALSE,TRUE,TRUE,ALIVIO MEDICAL CENTER AT BERWYN,FALSE,"6447 W CERMAK RD BERWYN, IL 60402",-87.7857601,41.8504675
NA,NA,NA,NA,NA,NA,NA,NA,NA,CHICAGO BEHAVIORAL HOSPITAL,40215837,ILAV09246,555 WILSON LN,DES PLAINES,60016,IL,555 WILSON LN,CHICAGO BEHAVIORAL HOSPITAL,CHICAGO BEHAVIORAL HOSPITAL,1337773253,V09246,555 WILSON LN,DES PLAINES,IL,60016,555 WILSON LN,CHICAGO BEHAVIORAL HOSPITAL,CHICAGO BEHAVIORAL HOSPITAL,ILAV09246A,40215837,555 WILSON LN,DES PLAINES,60016,IL,555 WILSON LN,CHICAGO BEHAVIORAL HOSPITAL,ILAV09246A,DES PLAINES,555 WILSON LN,IL,60016,TRUE,TRUE,TRUE,CHICAGO BEHAVIORAL HOSPITAL,FALSE,"555 WILSON LN DES PLAINES, IL 60016",-87.87913960000002,42.0428048
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #00070,40156775,CV1000070,3200 FLOSSMOOR RD.,FLOSSMOOR,60422,IL,3200 FLOSSMOOR RD,CVS PHARMACY STORE #70,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS PHARMACY STORE #70,CV1000070,40156775,3200 FLOSSMOOR RD.,FLOSSMOOR,60422,IL,3200 FLOSSMOOR RD,CVS PHARMACY STORE #70,CV1000070,FLOSSMOOR,3200 FLOSSMOOR RD,IL,60422,FALSE,TRUE,TRUE,CVS PHARMACY STORE #70,FALSE,"3200 FLOSSMOOR RD FLOSSMOOR, IL 60422",-87.69484109999999,41.5430396
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #00141,40156818,CV1000141,936 WILLOW RD.,NORTHBROOK,60062,IL,936 WILLOW RD,CVS PHARMACY STORE #141,CVS HEALTH - PHARMACY # 00141,481344096,V09833,936 WILLOW RD,NORTHBROOK,IL,60062,936 WILLOW RD,CVS PHARMACY STORE #141,CVS PHARMACY STORE #141,CV1000141,40156818,936 WILLOW RD.,NORTHBROOK,60062,IL,936 WILLOW RD,CVS PHARMACY STORE #141,CV1000141,NORTHBROOK,936 WILLOW RD,IL,60062,TRUE,TRUE,TRUE,CVS PHARMACY STORE #141,FALSE,"936 WILLOW RD NORTHBROOK, IL 60062",-87.8024407,42.1084168
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #00834,40157335,CV1000834,8811 W. 87TH ST.,HICKORY HILLS,60457,IL,8811 W 87TH ST,CVS PHARMACY STORE #834,CVS HEALTH - PHARMACY # 00834,481344145,NA,8811 W 87TH ST,HICKORY HILLS,IL,60457,8811 W 87TH ST,CVS PHARMACY STORE #834,CVS PHARMACY STORE #834,CV1000834,40157335,8811 W. 87TH ST.,HICKORY HILLS,60457,IL,8811 W 87TH ST,CVS PHARMACY STORE #834,CV1000834,HICKORY HILLS,8811 W 87TH ST,IL,60457,TRUE,TRUE,TRUE,CVS PHARMACY STORE #834,FALSE,"8811 W 87TH ST HICKORY HILLS, IL 60457",-87.8392427,41.7322377
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #01768,40158016,CV1001768,3400 LINCOLN HWY.,OLYMPIA FIELDS,60461,IL,3400 LINCOLN HWY,CVS PHARMACY STORE #1768,CVS HEALTH - PHARMACY # 01768,481344143,NA,3400 LINCOLN HWY,OLYMPIA FIELDS,IL,60461,3400 LINCOLN HWY,CVS PHARMACY STORE #1768,CVS PHARMACY STORE #1768,CV1001768,40158016,3400 LINCOLN HWY.,OLYMPIA FIELDS,60461,IL,3400 LINCOLN HWY,CVS PHARMACY STORE #1768,CV1001768,OLYMPIA FIELDS,3400 LINCOLN HWY,IL,60461,TRUE,TRUE,TRUE,CVS PHARMACY STORE #1768,FALSE,"3400 LINCOLN HWY OLYMPIA FIELDS, IL 60461",-87.7000949,41.5068694
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #01773,40158020,CV1001773,9551 W. 171ST ST.,TINLEY PARK,60487,IL,9551 W 171ST ST,CVS PHARMACY STORE #1773,CVS HEALTH - PHARMACY # 01773,481344063,NA,9551 171ST ST,TINLEY PARK,IL,60487,9551 171ST ST,CVS PHARMACY STORE #1773,CVS PHARMACY STORE #1773,CV1001773,40158020,9551 W. 171ST ST.,TINLEY PARK,60487,IL,9551 W 171ST ST,CVS PHARMACY STORE #1773,CV1001773,TINLEY PARK,9551 W 171ST ST,IL,60487,TRUE,TRUE,TRUE,CVS PHARMACY STORE #1773,FALSE,"9551 W 171ST ST TINLEY PARK, IL 60487",-87.8509471,41.5794419
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #01965,40158181,CV1001965,7200 W. CERMAK RD.,NORTH RIVERSIDE,60546,IL,7200 W CERMAK RD,CVS PHARMACY STORE #1965,CVS HEALTH - PHARMACY # 01965,481344059,NA,7200 W CERMAK RD,NORTH RIVERSIDE,IL,60546,7200 W CERMAK RD,CVS PHARMACY STORE #1965,CVS PHARMACY STORE #1965,CV1001965,40158181,7200 W. CERMAK RD.,NORTH RIVERSIDE,60546,IL,7200 W CERMAK RD,CVS PHARMACY STORE #1965,CV1001965,NORTH RIVERSIDE,7200 W CERMAK RD,IL,60546,TRUE,TRUE,TRUE,CVS PHARMACY STORE #1965,FALSE,"7200 W CERMAK RD NORTH RIVERSIDE, IL 60546",-87.804374,41.85082320000001
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #02664,40158712,CV1002664,"11 E 14TH ST.,",CHICAGO HEIGHTS,60411,IL,11 E 14TH ST,CVS PHARMACY STORE #2664,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS PHARMACY STORE #2664,CV1002664,40158712,"11 E 14TH ST.,",CHICAGO HEIGHTS,60411,IL,11 E 14TH ST,CVS PHARMACY STORE #2664,CV1002664,CHICAGO HEIGHTS,11 E 14TH ST,IL,60411,FALSE,TRUE,TRUE,CVS PHARMACY STORE #2664,FALSE,"11 E 14TH ST CHICAGO HEIGHTS, IL 60411",-87.64061559999999,41.5067615
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #02863,40158843,CV1002863,2045 PLUM GROVE RD.,ROLLING MEADOWS,60008,IL,2045 PLUM GROVE RD,CVS PHARMACY STORE #2863,CVS HEALTH - PHARMACY # 02863,481344192,NA,2045 PLUM GROVE RD,ROLLING MEADOWS,IL,60008,2045 PLUM GROVE RD,CVS PHARMACY STORE #2863,CVS PHARMACY STORE #2863,CV1002863,40158843,2045 PLUM GROVE RD.,ROLLING MEADOWS,60008,IL,2045 PLUM GROVE RD,CVS PHARMACY STORE #2863,CV1002863,ROLLING MEADOWS,2045 PLUM GROVE RD,IL,60008,TRUE,TRUE,TRUE,CVS PHARMACY STORE #2863,FALSE,"2045 PLUM GROVE RD ROLLING MEADOWS, IL 60008",-88.04448490000001,42.0879273
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #03110,40159010,CV1003110,1002 S. BUSSE RD.,MOUNT PROSPECT,60056,IL,1002 S BUSSE RD,CVS PHARMACY STORE #3110,CVS HEALTH - PHARMACY # 03110,481344208,NA,1002 S BUSSE RD,MT PROSPECT,IL,60056,1002 S BUSSE RD,CVS PHARMACY STORE #3110,CVS PHARMACY STORE #3110,CV1003110,40159010,1002 S. BUSSE RD.,MOUNT PROSPECT,60056,IL,1002 S BUSSE RD,CVS PHARMACY STORE #3110,CV1003110,MOUNT PROSPECT,1002 S BUSSE RD,IL,60056,TRUE,TRUE,TRUE,CVS PHARMACY STORE #3110,FALSE,"1002 S BUSSE RD MOUNT PROSPECT, IL 60056",-87.960779,42.0477198
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #03163,40159049,CV1003163,345 MADISON ST.,OAK PARK,60302,IL,345 MADISON ST,CVS PHARMACY STORE #3163,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS PHARMACY STORE #3163,CV1003163,40159049,345 MADISON ST.,OAK PARK,60304,IL,345 MADISON ST,CVS PHARMACY STORE #3163,CV1003163,OAK PARK,345 MADISON ST,IL,60304,FALSE,TRUE,TRUE,CVS PHARMACY STORE #3163,FALSE,"345 MADISON ST OAK PARK, IL 60304",-87.78350499999999,41.8796584
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #03256,40159119,CV1003256,12720 ARCHER RD.,LEMONT,60439,IL,12720 ARCHER RD,CVS PHARMACY STORE #3256,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS PHARMACY STORE #3256,CV1003256,40159119,12720 ARCHER RD.,LEMONT,60439,IL,12720 ARCHER RD,CVS PHARMACY STORE #3256,CV1003256,LEMONT,12720 ARCHER RD,IL,60439,FALSE,TRUE,TRUE,CVS PHARMACY STORE #3256,FALSE,"12720 ARCHER RD LEMONT, IL 60439",-87.97447939999999,41.6566084
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #04778,40160200,CV1004778,101 ASBURY AVE.,EVANSTON,60202,IL,101 ASBURY AVE,CVS PHARMACY STORE #4778,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS PHARMACY STORE #4778,CV1004778,40160200,101 ASBURY AVE.,EVANSTON,60202,IL,101 ASBURY AVE,CVS PHARMACY STORE #4778,CV1004778,EVANSTON,101 ASBURY AVE,IL,60202,FALSE,TRUE,TRUE,CVS PHARMACY STORE #4778,FALSE,"101 ASBURY AVE EVANSTON, IL 60202",-87.68992490000001,42.0202956
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #05769,40160983,CV1005769,470 S. TORRENCE AVE.,CALUMET CITY,60409,IL,470 S TORRENCE AVE,CVS PHARMACY STORE #5769,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS PHARMACY STORE #5769,CV1005769,40160983,470 S. TORRENCE AVE.,CALUMET CITY,60409,IL,470 S TORRENCE AVE,CVS PHARMACY STORE #5769,CV1005769,CALUMET CITY,470 S TORRENCE AVE,IL,60409,FALSE,TRUE,TRUE,CVS PHARMACY STORE #5769,FALSE,"470 S TORRENCE AVE CALUMET CITY, IL 60409",-87.5595127,41.6237126
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #07143,40162011,CV1007143,1855 W. IRVING PARK RD.,SCHAUMBURG,60193,IL,1855 W IRVING PARK RD,CVS PHARMACY STORE #7143,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS PHARMACY STORE #7143,CV1007143,40162011,1855 W. IRVING PARK RD.,SCHAUMBURG,60193,IL,1855 W IRVING PARK RD,CVS PHARMACY STORE #7143,CV1007143,SCHAUMBURG,1855 W IRVING PARK RD,IL,60193,FALSE,TRUE,TRUE,CVS PHARMACY STORE #7143,FALSE,"1855 W IRVING PARK RD SCHAUMBURG, IL 60193",-88.1266732,42.00234589999999
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #07255,40162093,CV1007255,680 SUTTON RD.,STREAMWOOD,60107,IL,680 SUTTON RD,CVS PHARMACY STORE #7255,CVS HEALTH - PHARMACY # 07255,481344512,NA,680 S SUTTON RD,STREAMWOOD,IL,60107,680 S SUTTON RD,CVS PHARMACY STORE #7255,CVS PHARMACY STORE #7255,CV1007255,40162093,680 SUTTON RD.,STREAMWOOD,60107,IL,680 SUTTON RD,CVS PHARMACY STORE #7255,CV1007255,STREAMWOOD,680 SUTTON RD,IL,60107,TRUE,TRUE,TRUE,CVS PHARMACY STORE #7255,FALSE,"680 SUTTON RD STREAMWOOD, IL 60107",-88.2038863,42.019869
NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS STORE #07761,40162470,CV1007761,10420 GRAND AVE.,FRANKLIN PARK,60131,IL,10420 GRAND AVE,CVS PHARMACY STORE #7761,NA,NA,NA,NA,NA,NA,NA,NA,NA,CVS PHARMACY STORE #7761,CV1007761,40162470,10420 GRAND AVE.,FRANKLIN PARK,60131,IL,10420 GRAND AVE,CVS PHARMACY STORE #7761,CV1007761,FRANKLIN PARK,10420 GRAND AVE,IL,60131,FALSE,TRUE,TRUE,CVS PHARMACY STORE #7761,FALSE,"10420 GRAND AVE FRANKLIN PARK, IL 60131",-87.88620809999999,41.9308823
